4,0,0,0.407767,0.407767,0.407767,0.092233,0.407767,0.398058,0.407767,1,1,37,0,1
5,0,0,0.394434,0.451852,0.337017,0.105566,0.394434,0.127072,0.394434,1,1,4,0,1
16,1,0.5,0.530364,0.530364,0.530364,0.030364,0.52834,0.392713,0.52834,0.5,0.150685,34,0,1
11.714286,0,0,0.190803,0.285714,0.150442,0.309197,0.188378,0.670927,0.670927,1,1,2,0,1
3,0,0,0.858333,0.858333,0.858333,0.358333,0.854167,0,0.854167,0,0.016575,104,0,1
53,0,0,0.051613,0.051613,0.051613,0.448387,0.05121,0.904032,0.904032,1,1,54,0,1
8,0,0,0.589106,0.798095,0.380117,0.089106,0.58523,0,0.58523,0,0.189621,53,0,1
3.25,1,0.2,0.295033,0.376068,0.261905,0.204967,0.295033,0.044643,0.295033,0.8,0.252336,131,0,1
21.333333,1,0.25,0.726516,0.726516,0.726516,0.226516,0.725327,0.223543,0.725327,0.75,0.392287,76,2,1
4.333333,0,0,0.742071,0.753731,0.71875,0.242071,0.739466,0.07295,0.739466,0,0.244411,299,0,1
8,0,0,0.67978,0.680073,0.679487,0.17978,0.67978,0.281793,0.67978,0,0.313158,90,0,1
8,2,0.4,0.223149,0.315789,0.164384,0.276851,0.223149,0.308388,0.413651,0.6,0.909091,66,0,1
1.5,0,0,0.647651,0.647651,0.647651,0.147651,0.644295,0.147651,0.644295,0,0.401302,577,0,1
15,0,0,0.571939,0.571939,0.571939,0.071939,0.571046,0.384272,0.571046,1,1,39,0,1
6,0,0,0.817822,0.817822,0.817822,0.317822,0.815842,0.140594,0.815842,0,0.203585,276,0,1
18.5,1,0.333333,0.592308,0.592308,0.592308,0.092308,0.590769,0.306154,0.590769,0.666667,0.868071,61,1,1
6.666667,3,0.5,0.878374,0.883239,0.868644,0.378374,0.876412,0.113779,0.876412,0,0.11949,188,0,1
3,0,0,0.741036,0.741036,0.741036,0.241036,0.741036,0.181275,0.741036,0,0.27406,391,0,1
8,0,0,0.750427,0.750427,0.750427,0.250427,0.748718,0,0.748718,1,1,58,0,1
35.5,0,0,0.721663,0.818926,0.624399,0.221663,0.721663,0.207464,0.721663,1,1,37,0,1
19.285714,1,0.125,0.760701,0.902913,0.688474,0.260701,0.759293,0.20129,0.759293,0.75,0.032126,13,0,1
10.5,0,0,0.471292,0.477707,0.464876,0.028708,0.469197,0.192706,0.469197,1,1,49,0,1
6.666667,0,0,0.114472,0.139037,0.073469,0.385528,0.110797,0.867153,0.39243,1,1,20,0,1
16.75,1,0.2,0.347367,0.390511,0.29972,0.152633,0.347367,0.61043,0.61043,0.8,0.679803,25,0,1
5.5,1,0.25,0.362036,0.580645,0.143426,0.137964,0.353971,0.152358,0.353971,0.5,0.627778,25,4,1
51.25,1,0.2,0.249188,0.489583,0.105145,0.250812,0.249777,0.743154,0.642557,0.8,0.890567,29,0,1
18.5,3,0.6,0.656893,0.69,0.623786,0.156893,0.656893,0.294408,0.656893,0.4,0.384669,5,0,1
13.5,0,0,0.444046,0.562827,0.325265,0.055954,0.444046,0.40725,0.564318,1,1,55,0,1
10.666667,0,0,0.254808,0.26226,0.251082,0.245192,0.252654,0.605199,0.252654,1,1,6,0,1
7.8,0,0,0.692597,0.695279,0.685377,0.192597,0.691154,0.255448,0.691154,0,0.3383,769,2,1
18,0,0,0.119372,0.119372,0.119372,0.380628,0.118325,0.878534,0.878534,1,1,471,0,1
13,0,0,0.418033,0.418033,0.418033,0.081967,0.415984,0.44877,0.415984,1,1,6,0,1
6,0,0,0.846581,0.871069,0.834337,0.346581,0.843525,0.09535,0.843525,0.333333,0.130293,83,0,1
10,1,0.5,0.228501,0.228501,0.228501,0.271499,0.226044,0.673219,0.673219,0.5,0.764361,5,0,1
14,0,0,0.823052,0.823052,0.823052,0.323052,0.821429,0,0.821429,0,0.206853,12,0,1
9.25,0,0,0.554723,0.554723,0.554723,0.054723,0.553223,0.193403,0.553223,1,1,54,0,1
6,0,0,0.214088,0.426966,0.107649,0.285912,0.225356,0.366383,0.516196,1,1,98,0,1
7.833333,0,0,0.09873,0.194286,0.069672,0.40127,0.095826,0.55818,0.522942,0.833333,0.980952,99,0,1
20,1,0.5,0.135714,0.135714,0.135714,0.364286,0.134286,0.747143,0.747143,0.5,0.696362,20,0,1
9.666667,0,0,0.92088,0.934426,0.900312,0.42088,0.918408,0,0.918408,0,0.10084,45,0,1
27.5,0,0,0.390016,0.390016,0.390016,0.109984,0.389496,0.597504,0.597504,1,1,7,0,1
8,0,0,0.717694,0.717694,0.717694,0.217694,0.715706,0.081511,0.715706,0,0.270907,428,0,1
3.5,0,0,0.703654,0.716832,0.690476,0.203654,0.701582,0.062171,0.701582,0,0.361613,430,0,1
6,0,0,0.530572,0.530572,0.530572,0.030572,0.5286,0.408284,0.408284,1,1,44,0,1
11.666667,0,0,0.466388,0.495413,0.375929,0.033612,0.465318,0.474797,0.488161,1,1,474,1,1
7,0,0,0.316929,0.316929,0.316929,0.183071,0.314961,0.523622,0.314961,1,1,57,0,1
41,0,0,0.374478,0.374478,0.374478,0.125522,0.374478,0.555158,0.555158,1,1,16,0,1
5.5,2,0.5,0.731375,0.83876,0.623991,0.231375,0.730023,0.186159,0.730023,0.25,0.430151,269,0,1
10,2,0.666667,0.530719,0.530719,0.530719,0.030719,0.529412,0.40915,0.529412,0,0.01768,335,0,1
8.666667,3,0.5,0.776419,0.786232,0.764,0.276419,0.77263,0.159159,0.77263,0.5,0.83277,24,0,1
6,0,0,0.003135,0.003135,0.003135,0.496865,0.934169,0,0.934169,0,0.0625,0,0,1
19,0,0,0.084584,0.084584,0.084584,0.415416,0.08322,0.78854,0.78854,1,1,38,0,1
13.75,0,0,0.884115,0.888087,0.880143,0.384115,0.882318,0.003594,0.882318,0,0.129228,77,2,1
17,0,0,0.664101,0.688451,0.639752,0.164101,0.663136,0.330107,0.663136,1,1,270,0,1
2,0,0,0.165709,0.165709,0.165709,0.334291,0.165709,0.807471,0.807471,0,0.855482,2613,0,1
13,0,0,0.684421,0.684421,0.684421,0.184421,0.683089,0.226365,0.226365,1,1,19,0,1
39,0,0,0.045353,0.045353,0.045353,0.454647,0.894737,0,0.894737,0,0.950132,27,0,1
11.333333,0,0,0.980397,0.980594,0.98007,0.480397,0.980397,0.003459,0.980397,0,0.023862,51,0,1
16,0,0,0.921569,0.921569,0.921569,0.421569,0.919608,0,0.919608,0,0.074121,42,0,1
5,0,0,0.414105,0.415929,0.412281,0.085895,0.414105,0,0.414105,1,1,46,0,1
11.125,0,0,0.223237,0.59322,0.068627,0.276763,0.216859,0.459207,0.587444,1,1,14,0,1
20.25,0,0,0.495313,0.530769,0.451685,0.004687,0.493244,0.339216,0.493244,1,1,9,0,1
11,1,0.333333,0.627821,0.633466,0.622177,0.127821,0.625799,0.323634,0.625799,0.666667,0.440049,13,0,1
6,0,0,0.724444,0.724444,0.724444,0.224444,0.72,0.053333,0.72,0,0.289593,33,0,1
6.166667,0,0,0.248634,0.390728,0.128261,0.251366,0.24442,0.32634,0.374493,0.833333,0.834234,44,0,1
8.75,0,0,0.270397,0.303191,0.232653,0.229603,0.268107,0.229349,0.268107,1,1,18,0,1
9.5,2,0.5,0.461014,0.477823,0.444206,0.038986,0.458933,0.047864,0.458933,0.5,0.816327,22,0,1
32.8125,7,0.304348,0.476125,0.860707,0.381407,0.023875,0.476125,0.47792,0.476125,0.695652,0.514611,42,0,1
16,1,0.5,0.545263,0.545263,0.545263,0.045263,0.545263,0.393684,0.393684,0.5,0.261261,35,0,1
15.75,0,0,0.569927,0.595506,0.544419,0.069927,0.567721,0.390355,0.567721,1,1,38,0,1
26,0,0,0.450286,0.464401,0.43617,0.049714,0.449501,0.421061,0.449501,1,1,21,0,1
5,0,0,0.457547,0.457547,0.457547,0.042453,0.457547,0.150943,0.457547,1,1,15,0,1
31,0,0,0.198528,0.221164,0.182852,0.301472,0.198528,0.667537,0.667537,1,1,12,0,1
15,0,0,0.605413,0.605413,0.605413,0.105413,0.603989,0.351852,0.603989,1,1,2,1,1
40.6,2,0.285714,0.763674,0.769912,0.756012,0.263674,0.763106,0.11021,0.763106,0.714286,0.9393,168,0,1
4.666667,2,0.4,0.900621,0.900621,0.900621,0.400621,0.89441,0,0.89441,0,0.109966,49,0,1
15,0,0,0.863557,0.879528,0.835837,0.363557,0.863557,0.019619,0.863557,1,1,19,0,1
31,1,0.5,0.696809,0.696809,0.696809,0.196809,0.696144,0.290559,0.696144,0.5,0.461538,146,0,1
50,0,0,0.423043,0.423043,0.423043,0.076957,0.422603,0.557608,0.557608,1,1,34,0,1
6.5,0,0,0.514545,0.523297,0.511628,0.014545,0.513329,0.411237,0.411237,1,1,346,4,1
12.666667,0,0,0.919574,0.927515,0.90613,0.419574,0.917932,0,0.917932,0,0.066398,13,0,1
52.25,0,0,0.088179,0.088375,0.088061,0.411821,0.088179,0.904128,0.700079,1,1,7,0,1
6,0,0,0.484932,0.484932,0.484932,0.015068,0.482192,0.265753,0.482192,1,1,37,0,1
7,0,0,0.815436,0.815436,0.815436,0.315436,0.813758,0.139262,0.813758,1,1,28,0,1
7,2,0.4,0.380057,0.513725,0.279883,0.119943,0.383217,0.380009,0.383217,0.6,0.240047,48,0,1
2.5,0,0,0.151648,0.151648,0.151648,0.348352,0.151648,0.608791,0.608791,1,1,206,0,1
1,0,0,0.117073,0.117073,0.117073,0.382927,0.692683,0,0.692683,0,0,70,0,1
2,0,0,0.294326,0.294326,0.294326,0.205674,0.294326,0.152482,0.294326,0,0.732773,248,0,1
12.333333,1,0.25,0.501261,0.692483,0.299517,0.001261,0.499136,0.226809,0.533757,0.75,0.289708,23,0,1
7,0,0,0.225665,0.560811,0.056772,0.274335,0.222946,0.601809,0.786493,0.666667,0.923425,62,0,1
10,1,0.333333,0.231924,0.360526,0.103321,0.268076,0.231924,0.644805,0.644805,0.666667,0.639566,32,0,1
19.5,0,0,0.559621,0.570363,0.548879,0.059621,0.558707,0.3846,0.3846,1,1,37,0,1
5,0,0,0.333333,0.333333,0.333333,0.166667,0.330484,0.270655,0.330484,1,1,247,0,1
5.5,1,0.090909,0.696066,0.784024,0.502959,0.196066,0.699723,0,0.699723,0.090909,0.127976,98,0,1
5,0,0,0.660645,0.664032,0.657258,0.160645,0.656652,0.267492,0.656652,1,1,78,2,1
16.333333,3,0.5,0.175105,0.175105,0.175105,0.324895,0.175105,0.798875,0.798875,0.5,0.899524,53,0,1
21,0,0,0.467377,0.467377,0.467377,0.032623,0.466045,0.426099,0.466045,1,1,44,0,1
6.5,0,0,0.933255,0.938224,0.928287,0.433255,0.929333,0,0.929333,0,0.082243,45,0,1
5,1,0.5,0.796089,0.796089,0.796089,0.296089,0.796089,0,0.796089,0,0.175523,291,0,1
1,0,0,0.130159,0.130159,0.130159,0.369841,0.126984,0.622222,0.622222,0,0.884058,120,1,1
2,0,0,0.397959,0.397959,0.397959,0.102041,0.387755,0,0.387755,0,0.782609,115,0,1
7.75,0,0,0.047,0.091603,0.02454,0.453,0.815917,0,0.815917,0.25,0.060449,35,0,1
8.5,0,0,0.74026,0.74026,0.74026,0.24026,0.74026,0.149351,0.74026,0.5,0.307099,186,0,1
25,0,0,0.656289,0.656289,0.656289,0.156289,0.655044,0.325031,0.325031,1,1,52,1,1
10,2,0.666667,0.718589,0.718589,0.718589,0.218589,0.717855,0.241734,0.717855,0.333333,0.89208,238,0,1
18.25,0,0,0.510064,0.524159,0.502689,0.010064,0.510064,0.262821,0.510064,1,1,51,0,1
24,1,0.2,0.802577,0.823776,0.781625,0.302577,0.801211,0.107263,0.801211,0.8,0.768048,32,0,1
6.2,0,0,0.401808,0.519553,0.275148,0.098192,0.397272,0.412186,0.501537,1,1,74,0,1
46.5,1,0.333333,0.441937,0.448771,0.435103,0.058063,0.441554,0.519404,0.519404,0.666667,0.960479,22,0,1
51,1,0.25,0.93753,0.940339,0.931958,0.43753,0.93753,0.040303,0.93753,0.75,0.972396,20,0,1
2,0,0,0.776744,0.776744,0.776744,0.276744,0.776744,0,0.776744,0,0.219436,498,0,1
7.142857,6,0.461538,0.840524,0.877907,0.77193,0.340524,0.834071,0,0.834071,0,0.035135,9,0,1
12,0,0,0.510376,0.522936,0.497817,0.010376,0.508884,0.420977,0.508884,1,1,78,1,1
15,2,0.333333,0.37606,0.410882,0.341865,0.12394,0.374203,0.603515,0.563646,0.666667,0.968919,53,0,1
7,2,0.333333,0.539769,0.624521,0.464387,0.039769,0.536457,0.258009,0.536457,0.666667,0.446064,5,1,1
44,3,0.6,0.258483,0.258543,0.258422,0.241517,0.258247,0.71984,0.489107,0.4,0.60656,141,0,1
20.833333,0,0,0.636282,0.904382,0.386813,0.136282,0.634703,0.199445,0.634703,0.833333,0.452566,17,0,1
9,0,0,0.950787,0.950787,0.950787,0.450787,0.948819,0,0.948819,0,0.043732,75,0,1
17,0,0,0.994882,0.994882,0.994882,0.494882,0.993859,0,0.993859,0,0.003902,15,0,1
7.5,0,0,0.536843,0.606061,0.467626,0.036843,0.534778,0.436315,0.534778,1,1,66,1,1
15.5,0,0,0.195775,0.211068,0.180481,0.304225,0.194463,0.707141,0.707141,1,1,23,0,1
6,0,0,0.618911,0.618911,0.618911,0.118911,0.616046,0.246418,0.616046,1,1,60,0,1
22,1,0.5,0.622565,0.622565,0.622565,0.122565,0.621753,0.347403,0.621753,0.5,0.672509,63,0,1
